Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
012823001,Abkir,Bgy,,,R,1290
012823003,Alsem,Bgy,,,R,508
012823005,Bago,Bgy,,,R,384
012823010,Bulbulala,Bgy,,,R,1282
012823011,Cabangaran,Bgy,,,R,607
012823012,Cabayo,Bgy,,,R,556
012823013,Cabisocolan,Bgy,,,R,744
012823014,Canaam,Bgy,,,R,773
012823015,Columbia,Bgy,,,R,764
012823016,Dagupan,Bgy,,,R,616
012823017,Pedro F. Alviar (Diaton),Bgy,,,R,918
012823019,Dipilat,Bgy,,,R,1158
012823022,Esperanza,Bgy,,,R,328
012823023,Ester,Bgy,,,R,1541
012823024,Isic Isic,Bgy,,,R,1796
012823027,Lubnac,Bgy,,,R,1668
012823028,Mabanbanag,Bgy,,,R,671
012823030,Alejo Malasig,Bgy,,,R,1196
012823031,Manarang,Bgy,,,R,666
012823033,Margaay,Bgy,,,R,808
012823035,Namoroc,Bgy,,,R,799
012823038,Malampa (Peninaan-Malampa),Bgy,,,R,776
012823039,Parparoroc,Bgy,,,R,1328
012823040,Parut,Bgy,,,R,1310
012823047,Salsalamagui,Bgy,,,R,1139
012823049,San Jose (Lipay),Bgy,,,R,835
012823050,San Nicolas (Pob.),Bgy,,,R,1115
012823051,San Pedro (Pob.),Bgy,,,R,897
012823052,San Ramon (Pob.),Bgy,,,R,1221
012823053,San Roque (Pob.),Bgy,,,R,1064
012823054,Santa Maria (Pob.),Bgy,,,R,1033
012823056,Tamdagan,Bgy,,,R,1346
012823058,Visaya,Bgy,,,R,1083
012900000,ILOCOS SUR,Prov,,1st,,689668
012901000,ALILEM,Mun,,4th,,6695
012901001,Alilem Daya (Pob.),Bgy,,,R,1575
012901002,Amilongan,Bgy,,,R,520
012901003,Anaao,Bgy,,,R,772
012901004,Apang,Bgy,,,R,489
012901005,Apaya,Bgy,,,R,531
012901006,Batbato,Bgy,,,R,502
012901010,Daddaay,Bgy,,,R,608
012901011,Dalawa,Bgy,,,R,1241
012901013,Kiat,Bgy,,,R,457
012902000,BANAYOYO,Mun,,4th,,7748
012902001,Bagbagotot,Bgy,,,R,450
012902002,Banbanaal,Bgy,,,R,629
012902004,Bisangol,Bgy,,,R,206
012902005,Cadanglaan,Bgy,,,R,283
012902006,Casilagan Norte,Bgy,,,R,551
012902007,Casilagan Sur,Bgy,,,R,429
012902008,Elefante,Bgy,,,R,572
012902009,Guardia,Bgy,,,R,512
012902010,Lintic,Bgy,,,R,1312
012902011,Lopez,Bgy,,,R,422
012902012,Montero,Bgy,,,R,119
012902013,Naguimba,Bgy,,,R,960
012902014,Pila,Bgy,,,R,201
012902015,Poblacion,Bgy,,,R,1102
012903000,BANTAY,Mun,,3rd,,35731
012903001,Aggay,Bgy,,,R,733
012903002,An-annam,Bgy,,,R,1495
012903003,Balaleng,Bgy,,,U,2481
012903004,Banaoang,Bgy,,,R,458
012903005,Bulag,Bgy,,,R,2568
012903006,Buquig,Bgy,,,R,939
012903007,Cabalanggan,Bgy,,,R,745
012903008,Cabaroan,Bgy,,,R,819
012903009,Cabusligan,Bgy,,,R,720
012903010,Capangdanan,Bgy,,,R,923
012903011,Guimod,Bgy,,,R,1106
012903012,Lingsat,Bgy,,,R,1151
012903013,Malingeb,Bgy,,,R,1427
012903014,Mira,Bgy,,,R,568
012903015,Naguiddayan,Bgy,,,R,668
012903016,Ora,Bgy,,,R,2135
012903017,Paing,Bgy,,,R,1542
012903018,Puspus,Bgy,,,R,534
012903019,Quimmarayan,Bgy,,,R,577
012903020,Sagneb,Bgy,,,R,363
012903021,Sagpat,Bgy,,,R,766
012903022,San Mariano (Sallacong),Bgy,,,R,371
012903023,San Isidro,Bgy,,,R,841
012903024,San Julian,Bgy,,,R,961
012903026,Sinabaan,Bgy,,,R,680
012903027,Taguiporo,Bgy,,,R,1349
012903028,Taleb,Bgy,,,R,1938
012903029,Tay-ac,Bgy,,,R,2609
012903030,Barangay 1 (Pob.),Bgy,,,R,595
012903031,Barangay 2 (Pob.),Bgy,,,U,660
012903032,Barangay 3 (Pob.),Bgy,,,R,920
012903033,Barangay 4 (Pob.),Bgy,,,U,970
012903034,Barangay 5 (Pob.),Bgy,,,U,690
012903035,Barangay 6 (Pob.),Bgy,,,U,429
012904000,BURGOS,Mun,,4th,,12224
012904001,Ambugat,Bgy,,,R,411
012904002,Balugang,Bgy,,,R,445
012904003,Bangbangar,Bgy,,,R,289
012904005,Bessang,Bgy,,,R,437
012904006,Cabcaburao,Bgy,,,R,501
012904007,Cadacad,Bgy,,,R,386
012904008,Callitong,Bgy,,,R,551
012904009,Dayanki,Bgy,,,R,677
012904010,Lesseb,Bgy,,,R,147
012904011,Lubing,Bgy,,,R,436
012904012,Lucaban,Bgy,,,R,498
012904013,Luna,Bgy,,,R,1126
012904014,Macaoayan,Bgy,,,R,467
012904015,Mambug,Bgy,,,R,612
012904016,Manaboc,Bgy,,,R,586
012904017,Mapanit,Bgy,,,R,264
012904018,Poblacion Sur (Masingit),Bgy,,,R,180
012904019,Nagpanaoan,Bgy,,,R,384
012904020,Dirdirig (Dirdirig-Paday),Bgy,,,R,955
012904022,Paduros,Bgy,,,R,688
012904023,Patac,Bgy,,,R,268
012904024,Poblacion Norte (Bato),Bgy,,,R,339
012904026,Sabangan Pinggan,Bgy,,,R,385
012904027,Subadi Norte,Bgy,,,R,410
012904028,Subadi Sur,Bgy,,,R,167
012904029,Taliao,Bgy,,,R,615
012905000,CABUGAO,Mun,,1st,,37501
012905001,Alinaay,Bgy,,,R,808
012905002,Aragan,Bgy,,,R,804
012905003,Arnap,Bgy,,,R,1242
012905004,Baclig (Pob.),Bgy,,,U,2366
012905005,Bato,Bgy,,,R,533
012905006,Bonifacio (Pob.),Bgy,,,R,1372
012905007,Bungro,Bgy,,,R,438
012905008,Cacadiran,Bgy,,,R,915
012905009,Caellayan,Bgy,,,R,1067
012905010,Carusipan,Bgy,,,R,562
012905011,Catucdaan,Bgy,,,R,943
012905012,Cuancabal,Bgy,,,R,969
012905013,Cuantacla,Bgy,,,R,813
012905014,Daclapan,Bgy,,,R,2280
012905015,Dardarat,Bgy,,,R,1606
012905016,Lipit,Bgy,,,R,840
012905017,Maradodon,Bgy,,,R,753
012905018,Margaay,Bgy,,,R,832
012905019,Nagsantaan,Bgy,,,R,409
012905020,Nagsincaoan,Bgy,,,R,426
012905021,Namruangan,Bgy,,,R,1914
012905022,Pila,Bgy,,,R,752
012905023,Pug-os,Bgy,,,R,1917
012905024,Quezon (Pob.),Bgy,,,R,2093
012905025,Reppaac,Bgy,,,R,364
012905026,Rizal (Pob.),Bgy,,,R,1398
012905027,Sabang,Bgy,,,R,1335
012905028,Sagayaden,Bgy,,,R,1197
012905029,Salapasap,Bgy,,,R,1821
012905030,Salomague,Bgy,,,U,1619
012905031,Sisim,Bgy,,,R,732
012905032,Turod,Bgy,,,R,1452
012905033,Turod-Patac,Bgy,,,R,929
012906000,CITY OF CANDON,City,CC,4th,,60623
012906001,Allangigan Primero,Bgy,,,R,1296
012906002,Allangigan Segundo,Bgy,,,R,1109
012906003,Amguid,Bgy,,,R,699
012906004,Ayudante,Bgy,,,R,952
012906005,Bagani Camposanto,Bgy,,,R,2125
012906006,Bagani Gabor,Bgy,,,R,583
012906007,Bagani Tocgo,Bgy,,,R,610
012906008,Bagani Ubbog,Bgy,,,R,1479
012906009,Bagar,Bgy,,,R,1327
012906010,Balingaoan,Bgy,,,R,1733
012906015,Bugnay,Bgy,,,R,816
012906016,Calaoaan,Bgy,,,R,2572
012906017,Calongbuyan,Bgy,,,R,2716
012906018,Caterman,Bgy,,,R,2497
012906019,Cubcubboot,Bgy,,,R,458
012906020,Darapidap,Bgy,,,R,3253
012906022,Langlangca Primero,Bgy,,,R,668
012906023,Langlangca Segundo,Bgy,,,R,1230
012906024,Oaig-Daya,Bgy,,,R,2119
012906025,Palacapac,Bgy,,,R,810
012906026,Paras,Bgy,,,R,1299
012906027,Parioc Primero,Bgy,,,R,1314
012906028,Parioc Segundo,Bgy,,,R,1580
012906029,Patpata Primero,Bgy,,,R,1130
012906030,Patpata Segundo,Bgy,,,R,1665
012906031,Paypayad,Bgy,,,R,2402
012906032,Salvador Primero,Bgy,,,R,950
012906033,Salvador Segundo,Bgy,,,R,802
012906034,San Agustin,Bgy,,,R,1671
012906035,San Andres,Bgy,,,R,773
012906036,San Antonio (Pob.),Bgy,,,U,1090
012906037,San Isidro (Pob.),Bgy,,,U,2028
012906038,San Jose (Pob.),Bgy,,,U,2044
012906039,San Juan (Pob.),Bgy,,,R,865
012906040,San Nicolas,Bgy,,,R,2651
012906041,San Pedro,Bgy,,,R,721
012906042,Santo Tomas,Bgy,,,R,724
012906043,Tablac,Bgy,,,R,3151
012906044,Talogtog,Bgy,,,R,1920
012906045,Tamurong Primero,Bgy,,,R,1420
012906046,Tamurong Segundo,Bgy,,,R,924
012906048,Villarica,Bgy,,,R,447
012907000,CAOAYAN,Mun,,4th,,19861
012907001,Anonang Mayor,Bgy,,,R,1061
012907002,Anonang Menor,Bgy,,,R,876
012907003,Baggoc,Bgy,,,R,749
012907004,Callaguip,Bgy,,,R,994
012907005,Caparacadan,Bgy,,,R,376
012907006,Fuerte,Bgy,,,R,2711
012907007,Manangat,Bgy,,,R,1038
012907008,Naguilian,Bgy,,,U,1432
012907009,Nansuagao,Bgy,,,R,770
012907010,Pandan,Bgy,,,R,1291
012907011,Pantay-Quitiquit,Bgy,,,R,422
012907012,Don Dimas Querubin (Pob.),Bgy,,,R,1005
012907013,Puro,Bgy,,,R,1227
012907014,Pantay Tamurong,Bgy,,,R,2020
012907015,Villamar,Bgy,,,R,1585
012907016,Don Alejandro Quirolgico (Pob.),Bgy,,,R,1268
012907017,Don Lorenzo Querubin (Pob.),Bgy,,,R,1036
012908000,CERVANTES,Mun,,4th,,17211
012908001,Aluling,Bgy,,,R,1286
012908002,Comillas North,Bgy,,,R,1870
012908003,Comillas South,Bgy,,,R,1834
012908004,Concepcion (Pob.),Bgy,,,U,1791
012908005,Dinwede East,Bgy,,,R,564
012908006,Dinwede West,Bgy,,,R,686
012908007,Libang,Bgy,,,R,1003
012908010,Pilipil,Bgy,,,R,406
012908013,Remedios,Bgy,,,R,1070
012908014,Rosario (Pob.),Bgy,,,R,2115
012908015,San Juan,Bgy,,,R,2004
012908016,San Luis,Bgy,,,R,900
012908017,Malaya,Bgy,,,R,1682
012909000,GALIMUYOD,Mun,,4th,,10748
012909001,Abaya,Bgy,,,R,311
012909002,Baracbac,Bgy,,,R,293
012909003,Bidbiday,Bgy,,,R,831
012909004,Bitong,Bgy,,,R,214
012909005,Borobor,Bgy,,,R,279
012909006,Calimugtong,Bgy,,,R,507
012909007,Calongbuyan,Bgy,,,R,639
012909008,Calumbaya,Bgy,,,R,289
012909009,Daldagan,Bgy,,,R,428
012909010,Kilang,Bgy,,,R,205
012909011,Legaspi,Bgy,,,R,355
012909012,Mabayag,Bgy,,,R,357
012909013,Matanubong,Bgy,,,R,206
012909014,Mckinley,Bgy,,,R,572
012909015,Nagsingcaoan,Bgy,,,R,292
012909016,Oaig-Daya,Bgy,,,R,316
012909017,Pagangpang,Bgy,,,R,504
012909018,Patac,Bgy,,,R,1433
012909019,Poblacion,Bgy,,,R,536
012909020,Rubio,Bgy,,,R,658
012909021,Sabangan-Bato,Bgy,,,R,524
012909022,Sacaang,Bgy,,,R,403
012909023,San Vicente,Bgy,,,R,253
012909024,Sapang,Bgy,,,R,343
012910000,GREGORIO DEL PILAR (CONCEPCION),Mun,,5th,,4875
012910001,Alfonso (Tangaoan),Bgy,,,R,958
012910002,Bussot,Bgy,,,R,529
012910003,Concepcion,Bgy,,,U,825
012910004,Dapdappig,Bgy,,,R,536
012910005,Matue-Butarag,Bgy,,,R,771
012910007,Poblacion Norte,Bgy,,,R,616
012910008,Poblacion Sur,Bgy,,,R,640
012911000,LIDLIDDA,Mun,,5th,,4647
012911001,Banucal,Bgy,,,R,705
012911002,Bequi-Walin,Bgy,,,R,550
012911003,Bugui,Bgy,,,R,273
012911004,Calungbuyan,Bgy,,,R,224
012911005,Carcarabasa,Bgy,,,R,401
012911006,Labut,Bgy,,,R,281
012911007,Poblacion Norte,Bgy,,,R,974
012911008,Poblacion Sur,Bgy,,,R,308
012911009,San Vicente,Bgy,,,R,420
012911010,Suysuyan,Bgy,,,R,338
012911011,Tay-ac,Bgy,,,R,173
012912000,MAGSINGAL,Mun,,3rd,,30792
012912001,Alangan,Bgy,,,R,844
012912002,Bacar,Bgy,,,R,622
012912006,Barbarit,Bgy,,,R,911
012912007,Bungro,Bgy,,,R,1466
012912008,Cabaroan,Bgy,,,R,610
012912010,Cadanglaan,Bgy,,,R,191
012912011,Caraisan,Bgy,,,R,787
012912014,Dacutan,Bgy,,,R,820
012912015,Labut,Bgy,,,R,774
012912017,Maas-asin,Bgy,,,R,747
012912018,Macatcatud,Bgy,,,R,928
012912019,Namalpalan,Bgy,,,R,1090
012912020,Manzante,Bgy,,,R,1887
012912022,Maratudo,Bgy,,,R,1312
012912023,Miramar,Bgy,,,R,1408
012912025,Napo,Bgy,,,R,1007
012912026,Pagsanaan Norte,Bgy,,,R,563
012912027,Pagsanaan Sur,Bgy,,,R,655
012912028,Panay Norte,Bgy,,,R,1367
012912029,Panay Sur,Bgy,,,R,683
012912030,Patong,Bgy,,,R,1508
012912031,Puro,Bgy,,,R,4535
012912032,San Basilio (Pob.),Bgy,,,R,536
012912033,San Clemente (Pob.),Bgy,,,R,1074
012912034,San Julian (Pob.),Bgy,,,R,556
012912035,San Lucas (Pob.),Bgy,,,R,670
012912036,San Ramon (Pob.),Bgy,,,R,935
012912037,San Vicente (Pob.),Bgy,,,R,756
012912038,Santa Monica,Bgy,,,R,792
012912039,Sarsaracat,Bgy,,,R,758
012913000,NAGBUKEL,Mun,,5th,,5259
012913001,Balaweg,Bgy,,,R,558
012913002,Bandril,Bgy,,,R,426
012913003,Bantugo,Bgy,,,R,688
012913004,Cadacad,Bgy,,,R,237
012913005,Casilagan,Bgy,,,R,308
012913006,Casocos,Bgy,,,R,187
012913007,Lapting,Bgy,,,R,399
012913008,Mapisi,Bgy,,,R,367
012913009,Mission,Bgy,,,R,385
012913010,Poblacion East,Bgy,,,R,517
012913011,Poblacion West,Bgy,,,R,546
012913012,Taleb,Bgy,,,R,641
012914000,NARVACAN,Mun,,2nd,,44006
012914001,Abuor,Bgy,,,R,1147
012914002,Ambulogan,Bgy,,,R,1407
012914004,Aquib,Bgy,,,R,937
012914005,Banglayan,Bgy,,,R,1120
012914006,Bulanos,Bgy,,,R,937
012914007,Cadacad,Bgy,,,R,682
012914008,Cagayungan,Bgy,,,R,1198
012914009,Camarao,Bgy,,,R,1321
012914010,Casilagan,Bgy,,,R,647
012914011,Codoog,Bgy,,,R,952
012914012,Dasay,Bgy,,,R,1254
012914013,Dinalaoan,Bgy,,,R,1103
012914014,Estancia,Bgy,,,R,244
012914015,Lanipao,Bgy,,,R,647
012914016,Lungog,Bgy,,,U,2152
012914017,Margaay,Bgy,,,R,2227
012914018,Marozo,Bgy,,,R,1304
012914019,Naguneg,Bgy,,,R,1947
012914020,Orence,Bgy,,,R,1876
012914021,Pantoc,Bgy,,,R,1078
012914022,Paratong,Bgy,,,U,1612
012914023,Parparia,Bgy,,,R,1241
012914024,Quinarayan,Bgy,,,U,2739
012914025,Rivadavia,Bgy,,,R,747
012914026,San Antonio,Bgy,,,R,1866
012914027,San Jose (Pob.),Bgy,,,U,1393
012914028,San Pablo,Bgy,,,R,1228
012914029,San Pedro,Bgy,,,R,1947
012914030,Santa Lucia (Pob.),Bgy,,,U,1574
012914031,Sarmingan,Bgy,,,R,520
012914032,Sucoc,Bgy,,,R,1517
012914033,Sulvec,Bgy,,,R,2005
012914034,Turod,Bgy,,,R,619
012914035,Bantay Abot,Bgy,,,R,818
012915000,QUIRINO (ANGKAKI),Mun,,4th,,8573
012915001,Banoen,Bgy,,,R,636
012915002,Cayus,Bgy,,,R,721
012915003,Patungcaleo (Lamag),Bgy,,,R,1117
012915004,Malideg,Bgy,,,R,782
012915005,Namitpit,Bgy,,,R,1266
012915006,Patiacan,Bgy,,,R,953
012915007,Legleg (Pob.),Bgy,,,R,1865
012915008,Suagayan,Bgy,,,R,680
012915009,Lamag (Tubtuba),Bgy,,,R,553
012916000,SALCEDO (BAUGEN),Mun,,4th,,11288
012916001,Atabay,Bgy,,,R,288
012916002,Calangcuasan,Bgy,,,R,1079
012916003,Balidbid,Bgy,,,R,1181
012916004,Baluarte,Bgy,,,R,690
012916005,Baybayading,Bgy,,,R,248
012916006,Boguibog,Bgy,,,R,734
012916007,Bulala-Leguey,Bgy,,,R,306
012916008,Kaliwakiw,Bgy,,,R,374
012916010,Culiong,Bgy,,,R,271
012916011,Dinaratan,Bgy,,,R,811
012916012,Kinmarin,Bgy,,,R,382
012916013,Lucbuban,Bgy,,,R,539
012916014,Madarang,Bgy,,,R,303
012916015,Maligcong,Bgy,,,R,323
012916016,Pias,Bgy,,,R,546
012916017,Poblacion Norte,Bgy,,,R,845
012916018,Poblacion Sur,Bgy,,,R,597
012916019,San Gaspar,Bgy,,,R,369
012916020,San Tiburcio,Bgy,,,R,600
012916021,Sorioan,Bgy,,,R,622
012916022,Ubbog,Bgy,,,R,180
012917000,SAN EMILIO,Mun,,4th,,7407
012917001,Cabaroan (Pob.),Bgy,,,R,1146
012917002,Kalumsing,Bgy,,,R,710
012917003,Lancuas,Bgy,,,R,889
012917004,Matibuey,Bgy,,,R,1064
012917005,Paltoc,Bgy,,,R,562
012917006,Sibsibbu,Bgy,,,R,656
012917007,Tiagan,Bgy,,,R,1710
012917008,San Miliano,Bgy,,,R,670
012918000,SAN ESTEBAN,Mun,,5th,,8349
012918001,Ansad,Bgy,,,U,692
012918002,Apatot,Bgy,,,R,1678
012918003,Bateria,Bgy,,,U,512
012918004,Cabaroan,Bgy,,,R,867
012918005,Cappa-cappa,Bgy,,,R,811
012918006,Poblacion,Bgy,,,U,745
012918007,San Nicolas,Bgy,,,R,945
012918008,San Pablo,Bgy,,,R,1030
012918009,San Rafael,Bgy,,,U,659
012918010,Villa Quirino,Bgy,,,U,410
012919000,SAN ILDEFONSO,Mun,,5th,,7787
012919001,Arnap,Bgy,,,R,218
012919002,Bahet,Bgy,,,R,836
012919003,Belen,Bgy,,,R,140
012919004,Bungro,Bgy,,,R,702
012919006,Busiing Sur,Bgy,,,R,584
012919007,Busiing Norte,Bgy,,,R,824
012919009,Dongalo,Bgy,,,R,347
012919010,Gongogong,Bgy,,,R,336
012919011,Iboy,Bgy,,,R,446
012919013,Otol-Patac,Bgy,,,R,486
012919014,Poblacion East,Bgy,,,R,1001
012919015,Poblacion West,Bgy,,,R,559
012919016,Kinamantirisan,Bgy,,,R,276
012919017,Sagneb,Bgy,,,R,336
012919018,Sagsagat,Bgy,,,R,696
012920000,SAN JUAN (LAPOG),Mun,,3rd,,26411
012920001,Bacsil,Bgy,,,R,1068
012920002,Baliw,Bgy,,,R,859
012920003,Bannuar (Pob.),Bgy,,,R,1269
012920004,Barbar,Bgy,,,R,1486
012920005,Cabanglotan,Bgy,,,R,966
012920006,Cacandongan,Bgy,,,R,326
012920007,Camanggaan,Bgy,,,R,641
012920008,Camindoroan,Bgy,,,R,816
012920009,Caronoan,Bgy,,,R,673
012920010,Darao,Bgy,,,R,417
012920012,Dardarat,Bgy,,,R,627
012920013,Guimod Norte,Bgy,,,R,376
012920014,Guimod Sur,Bgy,,,R,997
012920015,Immayos Norte,Bgy,,,R,729
012920016,Immayos Sur,Bgy,,,R,237
012920017,Labnig,Bgy,,,R,1060
012920018,Lapting,Bgy,,,R,1109
012920019,Lira (Pob.),Bgy,,,R,896
012920020,Malamin,Bgy,,,R,656
012920021,Muraya,Bgy,,,R,702
012920022,Nagsabaran,Bgy,,,R,896
012920023,Nagsupotan,Bgy,,,R,1319
012920025,Pandayan (Pob.),Bgy,,,R,797
012920027,Refaro,Bgy,,,R,1389
012920028,Resurreccion (Pob.),Bgy,,,R,1116
012920029,Sabangan,Bgy,,,R,671
012920031,San Isidro,Bgy,,,R,828
012920035,Saoang,Bgy,,,R,845
012920037,Solotsolot,Bgy,,,R,811
012920038,Sunggiam,Bgy,,,R,1098
012920039,Surngit,Bgy,,,R,466
012920040,Asilang,Bgy,,,R,265
012921000,SAN VICENTE,Mun,,5th,,12758
012921001,Bantaoay,Bgy,,,R,1768
012921002,Bayubay Norte,Bgy,,,R,1317
012921003,Bayubay Sur,Bgy,,,R,1685
012921004,Lubong,Bgy,,,R,1203
012921005,Poblacion,Bgy,,,U,1250
012921006,Pudoc,Bgy,,,R,2414
012921007,San Sebastian,Bgy,,,R,3121
012922000,SANTA,Mun,,4th,,15340
012922001,Ampandula,Bgy,,,R,671
012922002,Banaoang,Bgy,,,R,487
012922003,Basug,Bgy,,,R,239
012922004,Bucalag,Bgy,,,R,232
012922005,Cabangaran,Bgy,,,R,263
012922006,Calungboyan,Bgy,,,R,593
012922008,Casiber,Bgy,,,R,584
012922009,Dammay,Bgy,,,R,186
012922010,Labut Norte,Bgy,,,R,571
012922011,Labut Sur,Bgy,,,R,261
012922012,Mabilbila Sur,Bgy,,,U,1948
012922013,Mabilbila Norte,Bgy,,,U,685
012922014,Magsaysay District (Pob.),Bgy,,,U,982
012922015,Manueva,Bgy,,,R,955
012922016,Marcos (Pob.),Bgy,,,R,588
012922017,Nagpanaoan,Bgy,,,R,762
012922018,Namalangan,Bgy,,,R,756
012922019,Oribi,Bgy,,,R,192
012922020,Pasungol,Bgy,,,R,550
012922022,Quezon (Pob.),Bgy,,,R,325
012922023,Quirino (Pob.),Bgy,,,R,333
012922024,Rancho,Bgy,,,R,667
012922025,Rizal,Bgy,,,R,852
012922026,Sacuyya Norte,Bgy,,,R,843
012922027,Sacuyya Sur,Bgy,,,R,571
012922028,Tabucolan,Bgy,,,R,244
012923000,SANTA CATALINA,Mun,,5th,,13945
012923001,Cabaroan,Bgy,,,R,1294
012923002,Cabittaogan,Bgy,,,R,2621
012923003,Cabuloan,Bgy,,,R,1374
012923004,Pangada,Bgy,,,R,804
012923005,Paratong,Bgy,,,R,1154
012923006,Poblacion,Bgy,,,R,1439
012923007,Sinabaan,Bgy,,,R,1237
012923008,Subec,Bgy,,,R,1181
012923009,Tamorong,Bgy,,,R,2841
012924000,SANTA CRUZ,Mun,,1st,,39868
012924001,Amarao,Bgy,,,R,664
012924002,Babayoan,Bgy,,,R,581
012924003,Bacsayan,Bgy,,,R,465
012924004,Banay,Bgy,,,R,446
012924005,Bayugao Este,Bgy,,,R,325
012924006,Bayugao Oeste,Bgy,,,R,599
012924007,Besalan,Bgy,,,R,1028
012924008,Bugbuga,Bgy,,,R,842
012924009,Calaoaan,Bgy,,,R,1495
012924010,Camanggaan,Bgy,,,R,1132
012924011,Candalican,Bgy,,,R,510
012924012,Capariaan,Bgy,,,R,1525
012924013,Casilagan,Bgy,,,R,842
012924014,Coscosnong,Bgy,,,R,456
012924015,Daligan,Bgy,,,R,567
012924016,Dili,Bgy,,,R,1776
012924017,Gabor Norte,Bgy,,,R,1101
012924018,Gabor Sur,Bgy,,,R,707
012924019,Lalong,Bgy,,,R,309
012924020,Lantag,Bgy,,,R,969
012924021,Las-ud,Bgy,,,R,571
012924022,Mambog,Bgy,,,R,1081
012924023,Mantanas,Bgy,,,R,1311
012924024,Nagtengnga,Bgy,,,R,987
012924025,Padaoil,Bgy,,,R,595
012924026,Paratong,Bgy,,,R,637
012924027,Pattiqui,Bgy,,,U,658
012924028,Pidpid,Bgy,,,R,768
012924029,Pilar,Bgy,,,R,1576
012924030,Pinipin,Bgy,,,R,1135
012924031,Poblacion Este,Bgy,,,R,754
012924032,Poblacion Norte,Bgy,,,R,944
012924033,Poblacion Weste,Bgy,,,R,460
012924034,Poblacion Sur,Bgy,,,R,603
012924035,Quinfermin,Bgy,,,R,253
012924036,Quinsoriano,Bgy,,,R,616
012924037,Sagat,Bgy,,,R,1150
012924038,San Antonio,Bgy,,,R,467
012924039,San Jose,Bgy,,,R,620
012924040,San Pedro,Bgy,,,R,591
012924041,Saoat,Bgy,,,R,360
012924042,Sevilla,Bgy,,,R,1541
012924043,Sidaoen,Bgy,,,U,994
012924044,Suyo,Bgy,,,R,1027
012924045,Tampugo,Bgy,,,R,318
012924046,Turod,Bgy,,,R,551
012924047,Villa Garcia,Bgy,,,R,1066
012924048,Villa Hermosa,Bgy,,,R,1609
012924049,Villa Laurencia,Bgy,,,R,286
012925000,SANTA LUCIA,Mun,,3rd,,25402
012925001,Alincaoeg,Bgy,,,R,494
012925002,Angkileng,Bgy,,,R,796
012925003,Arangin,Bgy,,,R,399
012925004,Ayusan (Pob.),Bgy,,,R,1149
012925005,Banbanaba,Bgy,,,R,490
012925006,Bao-as,Bgy,,,R,693
012925007,Barangobong (Pob.),Bgy,,,U,1064
012925008,Buliclic,Bgy,,,R,405
012925009,Burgos (Pob.),Bgy,,,R,432
012925010,Cabaritan,Bgy,,,R,503
012925011,Catayagan,Bgy,,,R,754
012925012,Conconig East,Bgy,,,R,1363
012925013,Conconig West,Bgy,,,R,892
012925014,Damacuag,Bgy,,,R,779
012925015,Lubong,Bgy,,,R,324
012925016,Luba,Bgy,,,R,812
012925017,Nagrebcan,Bgy,,,R,720
012925018,Nagtablaan,Bgy,,,R,423
012925019,Namatican,Bgy,,,R,684
012925020,Nangalisan,Bgy,,,R,1018
012925021,Palali Norte,Bgy,,,R,911
012925022,Palali Sur,Bgy,,,R,908
012925023,Paoc Norte,Bgy,,,R,812
012925024,Paoc Sur,Bgy,,,R,394
012925025,Paratong,Bgy,,,R,896
012925026,Pila East,Bgy,,,R,662
012925027,Pila West,Bgy,,,R,558
012925028,Quinabalayangan,Bgy,,,R,240
012925029,Ronda,Bgy,,,R,759
012925030,Sabuanan,Bgy,,,R,1437
012925031,San Juan,Bgy,,,U,800
012925032,San Pedro,Bgy,,,R,423
012925033,Sapang,Bgy,,,R,433
012925034,Suagayan,Bgy,,,R,422
012925035,Vical,Bgy,,,R,944
012925036,Bani,Bgy,,,R,609
012926000,SANTA MARIA,Mun,,3rd,,30321
012926001,Ag-agrao,Bgy,,,R,1006
012926002,Ampuagan,Bgy,,,R,579
012926003,Baballasioan,Bgy,,,R,769
012926004,Baliw Daya,Bgy,,,R,456
012926005,Baliw Laud,Bgy,,,U,584
012926006,Bia-o,Bgy,,,R,577
012926007,Butir,Bgy,,,R,724
012926008,Cabaroan,Bgy,,,R,1485
012926009,Danuman East,Bgy,,,R,436
012926010,Danuman West,Bgy,,,R,639
012926011,Dunglayan,Bgy,,,R,837
012926012,Gusing,Bgy,,,R,1153
012926013,Langaoan,Bgy,,,R,678
012926014,Laslasong Norte,Bgy,,,R,960
012926015,Laslasong Sur,Bgy,,,R,630
012926016,Laslasong West,Bgy,,,R,190
012926017,Lesseb,Bgy,,,R,209
012926018,Lingsat,Bgy,,,R,2057
012926019,Lubong,Bgy,,,R,960
012926020,Maynganay Norte,Bgy,,,R,868
012926021,Maynganay Sur,Bgy,,,U,817
012926022,Nagsayaoan,Bgy,,,R,787
012926023,Nagtupacan,Bgy,,,R,778
012926024,Nalvo,Bgy,,,R,1500
012926027,Pacang,Bgy,,,R,711
012926028,Penned,Bgy,,,R,193
012926029,Poblacion Norte,Bgy,,,U,1186
012926030,Poblacion Sur,Bgy,,,R,2028
012926031,Silag,Bgy,,,R,1399
012926032,Sumagui,Bgy,,,R,261
012926033,Suso,Bgy,,,R,2626
012926034,Tangaoan,Bgy,,,R,1203
012926035,Tinaan,Bgy,,,R,1035
012927000,SANTIAGO,Mun,,4th,,18759
012927001,Al-aludig,Bgy,,,R,872
